ID,story,text
100971,story19,"or admitted that he could be so utterly undone,"
100972,story19,either by continuance in office or ejectment.
100973,story19,Yet my reflections were not the most comfortable.
100974,story19,I began to grow melancholy and restless;
100975,story19,"continually prying into my mind,"
100976,story19,"to discover which of its poor properties were gone,"
100977,story19,and what degree of detriment had already accrued to the remainder.
100978,story19,"I endeavoured to calculate how much longer I could stay in the Custom-House,"
100979,story19,and yet go forth a man.
100980,story19,"To confess the truth, it was my greatest apprehension -"
100981,story19,as it would never be a measure of policy to turn out so quiet an individual as myself;
100982,story19,"therefore,"
100983,story19,and become much such another animal as the old Inspector.
100984,story19,"in the tedious lapse of official life that lay before me,"
100985,story19,finally be with me as it was with this venerable friend -
100986,story19,"to make the dinner-hour the nucleus of the day,"
100987,story19,"and to spend the rest of it,"
100988,story19,"as an old dog spends it,"
100989,story19,asleep in the sunshine or in the shade?
100990,story19,"A dreary look-forward,"
100991,story19,for a man who felt it to be the best definition of happiness to live throughout the whole range of his faculties and sensibilities.
100992,story19,"But, all this while, I was giving myself very unnecessary alarm."
100993,story19,Providence had meditated better things for me than I could possibly imagine for myself.
100994,story19,A remarkable event of the third year of my Surveyorship -
100995,story19,"to adopt the tone of ""P. P. "" -"
100996,story19,was the election of General Taylor to the Presidency.
100997,story19,"It is essential,"
100998,story19,"His position is then one of the most singularly irksome,"
100999,story19,"disagreeable,"
101000,story19,that a wretched mortal can possibly occupy;
101001,story19,"with seldom an alternative of good on either hand,"
101002,story19,"But it is a strange experience,"
101003,story19,"to a man of pride and sensibility,"
101004,story19,"to know that his interests are within the control of individuals who neither love nor understand him,"
101005,story19,"and by whom,"
101006,story19,"since one or the other must needs happen,"
101007,story19,he would rather be injured than obliged.
101008,story19,"for one who has kept his calmness throughout the contest,"
101009,story19,"to observe the bloodthirstiness that is developed in the hour of triumph,"
101010,story19,and to be conscious that he is himself among its objects!
101011,story19,which I now witnessed in men no worse than their neighbours -
101012,story19,"to grow cruel,"
101013,story19,merely because they possessed the power of inflicting harm.
101014,story19,"If the guillotine,"
101015,story19,"as applied to office-holders,"
101016,story19,"were a literal fact,"
101017,story19,"instead of one of the most apt of metaphors,"
101018,story19,"it is my sincere belief that the active members of the victorious party were sufficiently excited to have chopped off all our heads,"
101019,story19,and have thanked Heaven for the opportunity!
101020,story19,It appears to me -
101021,story19,"who have been a calm and curious observer,"
101022,story19,as well in victory as defeat -
101023,story19,that this fierce and bitter spirit of malice and revenge has never distinguished the many triumphs of my own party as it now did that of the Whigs.
101024,story19,"The Democrats take the offices,"
101025,story19,"because they need them,"
101026,story19,"and because the practice of many years has made it the law of political warfare,"
101027,story19,"which unless a different system be proclaimed,"
101028,story19,But the long habit of victory has made them generous.
101029,story19,They know how to spare when they see occasion;
101030,story19,"and when they strike,"
101031,story19,"the axe may be sharp indeed,"
101032,story19,but its edge is seldom poisoned with ill-will;
101033,story19,nor is it their custom ignominiously to kick the head which they have just struck off.
101034,story19,"In short,"
101035,story19,"unpleasant as was my predicament,"
101036,story19,"at best,"
101037,story19,I saw much reason to congratulate myself that I was on the losing side rather than the triumphant one.
101038,story19,"I had been none of the warmest of partisans I began now,"
101039,story19,to be pretty acutely sensible with which party my predilections lay;
101040,story19,"nor was it without something like regret and shame that,"
101041,story19,"according to a reasonable calculation of chances,"
101042,story19,I saw my own prospect of retaining office to be better than those of my democratic brethren.
101043,story19,My own head was the first that fell.
101044,story19,"The moment when a man's head drops off is seldom or never,"
101045,story19,"I am inclined to think,"
101046,story19,precisely the most agreeable of his life.
101047,story19,"like the greater part of our misfortunes,"
101048,story19,"even so serious a contingency brings its remedy and consolation with it,"
101049,story19,"if the sufferer will but make the best rather than the worst,"
101050,story19,of the accident which has befallen him.
101051,story19,"In my particular case the consolatory topics were close at hand,"
101052,story19,"indeed,"
101053,story19,had suggested themselves to my meditations a considerable time before it was requisite to use them.
101054,story19,"and vague thoughts of resignation,"
101055,story19,"my fortune somewhat resembled that of a person who should entertain an idea of committing suicide,"
